iso_code,region_group,income_group,country,survey,year,level,grade,category,Sex,Location,Wealth,Region,Ethnicity,Religion,Language,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,comp_upsec_2029_m,eduyears_2024_m,edu2_2024_m,edu4_2024_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,eduyears_2024_no,edu2_2024_no,edu4_2024_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,preschool_3_m,preschool_3_no,preschool_1ybefore_m,preschool_1ybefore_no,edu0_prim_m,edu0_prim_no,trans_prim_m,trans_prim_no,trans_lowsec_m,trans_lowsec_no,comp_higher_2yrs_2529_m,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_m,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_m,comp_higher_4yrs_3034_no,attend_higher_1822_m,attend_higher_1822_no,overage2plus_m,overage2plus_no,literacy_1524_m,literacy_1524_no,mlevel1_m,mlevel1_no,mlevel1_sd,rlevel1_m,rlevel1_no,rlevel1_sd,slevel1_m,slevel1_no,slevel1_sd,mlevel2_m,mlevel2_no,rlevel2_m,rlevel2_no,slevel2_m,slevel2_no,mlevel3_m,mlevel3_no,rlevel3_m,rlevel3_no,slevel3_m,slevel3_no,mlevel4_m,mlevel4_no,rlevel4_m,rlevel4_no,slevel4_m,slevel4_no
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Wealth,,Rural,Quintile 3,,,,,0.7673,0.512,,,,,0.0599,0.2227,0.2845,0.0594,0.0928,0.2289,,,,,,,654,654,654,,,,,0,,0,0.1634,846,0.8904,653,0.78,495,0,455,0,455,0,382,0.2429,647,0.3405,1207,0.8645,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Wealth,,Rural,Quintile 4,,,,,0.8307,0.7187,,,,,0.0801,0.0829,0.1153,0.0579,0.042,0.1302,,,,,,,555,555,555,,,,,0,,0,0.1069,620,0.9197,534,0.8363,466,0,412,0,412,0,333,0.4028,552,0.2765,916,0.9554,1205,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Wealth,,Rural,Quintile 5,,,,,0.9527,0.8897,,,,,0.0954,0.029,0.031,0.0126,0.0204,0.0469,,,,,,,365,365,365,,,,,0,,0,0.0492,393,0.952,300,0.9146,277,0,312,0,312,0,315,0.5373,324,0.1798,587,0.9933,962,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Wealth,,Urban,Quintile 1,,,,,0.5223,0.2605,,,,,0.0251,0.4577,0.7511,0.236,0.1979,0.4404,,,,,,,51,51,51,,,,,0,,0,0.3017,112,0.7445,37,,14,0,48,0,48,0,46,0.0205,43,0.4324,154,0.6724,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Wealth,,Urban,Quintile 2,,,,,0.5367,0.3601,,,,,0.0274,0.5185,0.7162,0.0697,0.1023,0.4292,,,,,,,35,35,35,,,,,0,,0,0.0791,83,0.8184,48,0.7705,34,0,38,0,38,0,33,0.1287,49,0.3311,135,0.6881,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Wealth,,Urban,Quintile 3,,,,,0.7642,0.655,,,,,0.0588,0.1444,0.2626,0.0588,0.0773,0.1498,,,,,,,153,153,153,,,,,0,,0,0.1466,184,0.8513,119,0.6996,100,0,95,0,95,0,77,0.2087,145,0.3843,285,0.8547,238,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Wealth,,Urban,Quintile 4,,,,,0.8508,0.6678,,,,,0.0738,0.1175,0.1731,0.0332,0.0508,0.1775,,,,,,,389,389,389,,,,,0,,0,0.1345,378,0.9233,324,0.8786,327,0,301,0,301,0,211,0.3766,362,0.2908,536,0.9482,708,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Wealth,,Urban,Quintile 5,,,,,0.9266,0.8801,,,,,0.0969,0.027,0.0428,0.0085,0.0205,0.0614,,,,,,,742,742,742,,,,,0,,0,0.0421,707,0.9682,654,0.9655,702,0,638,0,638,0,589,0.6076,718,0.1335,1044,0.9909,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Sex,Female,,,,,,,0.7171,0.5456,,,,,0.0614,0.2465,0.3053,0.1093,0.1081,0.2345,,,,,,,2554,2554,2554,,,,,0,,0,0.1422,2934,0.8894,2048,0.8287,1632,0,2010,0,2010,0,1695,0.2656,2485,0.2932,4293,0.8438,6426,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Sex,Male,,,,,,,0.7893,0.6576,,,,,0.0804,0.0653,0.1123,0.0543,0.0476,0.1538,,,,,,,1632,1632,1632,,,,,0,,0,0.1323,3156,0.9046,2023,0.8115,1564,0,1373,0,1373,0,1295,0.3936,1643,0.3209,4643,0.9554,2566,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Sex & Wealth,Female,,Quintile 1,,,,,0.535,0.2621,,,,,0.0266,0.5427,0.6382,0.1657,0.1721,0.3777,,,,,,,423,423,423,,,,,0,,0,0.1753,853,0.8106,365,0.6567,140,0,383,0,383,0,364,0.0672,426,0.3491,1290,0.5766,926,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Sex & Wealth,Female,,Quintile 2,,,,,0.6402,0.4587,,,,,0.0427,0.3697,0.4629,0.1592,0.1284,0.307,,,,,,,437,437,437,,,,,0,,0,0.192,607,0.863,416,0.7279,258,0,353,0,353,0,271,0.1003,464,0.356,868,0.7346,971,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Sex & Wealth,Female,,Quintile 3,,,,,0.7084,0.4639,,,,,0.0518,0.3018,0.3799,0.0846,0.1353,0.2617,,,,,,,498,498,498,,,,,0,,0,0.1636,477,0.8748,389,0.7948,318,0,314,0,314,0,278,0.207,482,0.3208,705,0.7919,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Sex & Wealth,Female,,Quintile 4,,,,,0.8386,0.694,,,,,0.0736,0.1304,0.1706,0.0765,0.0659,0.1557,,,,,,,553,553,553,,,,,0,,0,0.1097,468,0.9308,410,0.8278,415,0,397,0,397,0,305,0.3415,525,0.2355,669,0.9211,1347,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Sex & Wealth,Female,,Quintile 5,,,,,0.9413,0.852,,,,,0.0933,0.0411,0.051,0.0117,0.0144,0.0463,,,,,,,643,643,643,,,,,0,,0,0.0404,529,0.9438,468,0.9594,501,0,563,0,563,0,477,0.5256,588,0.163,761,0.9839,2084,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Sex & Wealth,Male,,Quintile 1,,,,,0.6488,0.4858,,,,,0.0549,0.2134,0.3056,0.1165,0.0734,0.2217,,,,,,,228,228,228,,,,,0,,0,0.1804,905,0.8382,349,0.661,196,0,220,0,220,0,256,0.1684,231,0.413,1285,0.8667,323,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Sex & Wealth,Male,,Quintile 2,,,,,0.6997,0.5248,,,,,0.0655,0.0937,0.2102,0.0522,0.0548,0.1958,,,,,,,240,240,240,,,,,0,,0,0.1279,597,0.8687,357,0.7,235,0,214,0,214,0,192,0.1934,259,0.3145,918,0.898,374,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Sex & Wealth,Male,,Quintile 3,,,,,0.8253,0.5874,,,,,0.0731,0.08,0.124,0.0382,0.053,0.1882,,,,,,,309,309,309,,,,,0,,0,0.1615,553,0.9025,383,0.755,277,0,236,0,236,0,181,0.2944,310,0.3616,787,0.9335,419,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Sex & Wealth,Male,,Quintile 4,,,,,0.83,0.7282,,,,,0.0872,0.0261,0.0567,0.0316,0.0239,0.1193,,,,,,,391,391,391,,,,,0,,0,0.1124,530,0.9099,448,0.859,378,0,316,0,316,0,239,0.4778,389,0.3159,783,0.9841,566,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Sex & Wealth,Male,,Quintile 5,,,,,0.9434,0.922,,,,,0.1,0.0096,0.0146,0.0104,0.0264,0.0596,,,,,,,464,464,464,,,,,0,,0,0.0521,571,0.9731,486,0.9176,478,0,387,0,387,0,427,0.6276,454,0.1623,870,0.9995,884,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Total,,,,,,,,0.7522,0.5958,,,,,0.0686,0.1777,0.232,0.081,0.0771,0.1967,,,,,,,4186,4186,4186,,,,,0,,0,0.137,6090,0.8969,4071,0.8203,3196,0,3383,0,3383,0,2990,0.3155,4128,0.3078,8936,0.9012,8992,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Wealth,,,Quintile 1,,,,,0.5841,0.3561,,,,,0.0364,0.4292,0.5236,0.1417,0.1221,0.3154,,,,,,,651,651,651,,,,,0,,0,0.178,1758,0.8234,714,0.6592,336,0,603,0,603,0,620,0.1028,657,0.3816,2575,0.7114,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Wealth,,,Quintile 2,,,,,0.6678,0.4882,,,,,0.0504,0.277,0.378,0.1042,0.0922,0.2565,,,,,,,677,677,677,,,,,0,,0,0.1603,1204,0.8656,773,0.7147,493,0,567,0,567,0,463,0.1318,723,0.3345,1786,0.8155,1345,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Wealth,,,Quintile 3,,,,,0.7671,0.5182,,,,,0.0598,0.218,0.2832,0.0593,0.0919,0.2258,,,,,,,807,807,807,,,,,0,,0,0.1624,1030,0.8888,772,0.7763,595,0,550,0,550,0,459,0.2408,792,0.3432,1492,0.864,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Wealth,,,Quintile 4,,,,,0.834,0.7097,,,,,0.0791,0.0887,0.1251,0.054,0.0433,0.1375,,,,,,,944,944,944,,,,,0,,0,0.1111,998,0.9203,858,0.8429,793,0,713,0,713,0,544,0.3988,914,0.2786,1452,0.9543,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Wealth,,,Quintile 5,,,,,0.9424,0.8852,,,,,0.096,0.0281,0.036,0.011,0.0204,0.0528,,,,,,,1107,1107,1107,,,,,0,,0,0.0465,1100,0.9587,954,0.9387,979,0,950,0,950,0,904,0.5688,1042,0.1626,1631,0.9922,2968,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location,,Rural,,,,,,0.7756,0.6005,,,,,0.0666,0.1771,0.2354,0.202,0.0917,0.2806,,,,,,,1387,1387,1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location,,Urban,,,,,,0.872,0.7534,,,,,0.084,0.0784,0.1166,0.1388,0.0445,0.1924,,,,,,,2705,2705,2705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex,Female,Rural,,,,,,0.7512,0.569,,,,,0.0615,0.2294,0.2849,0.1866,0.1097,0.341,,,,,,,909,909,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex,Female,Urban,,,,,,0.8826,0.747,,,,,0.0813,0.1065,0.1443,0.1263,0.0457,0.2167,,,,,,,1678,1678,1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex,Male,Rural,,,,,,0.8048,0.6409,,,,,0.0765,0.0767,0.1403,0.2175,0.0734,0.2056,,,,,,,478,478,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex,Male,Urban,,,,,,0.8622,0.761,,,,,0.0879,0.0362,0.0749,0.1514,0.0434,0.1661,,,,,,,1027,1027,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Female,Rural,Quintile 1,,,,,0.8096,0.5957,,,,,0.0601,0.2009,0.2842,0.1102,0.0584,0.2607,,,,,,,300,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Female,Rural,Quintile 2,,,,,0.7387,0.574,,,,,0.0665,0.1723,0.2163,0.1346,0.1539,0.3538,,,,,,,205,205,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Female,Rural,Quintile 3,,,,,0.6607,0.544,,,,,0.051,0.336,0.397,0.2822,0.1598,0.4099,,,,,,,199,199,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Female,Rural,Quintile 4,,,,,0.7505,0.5615,,,,,0.062,0.24,0.2819,0.2389,0.1175,0.3849,,,,,,,157,157,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Female,Rural,Quintile 5,,,,,,,,,,,0.0905,0.0859,0.0859,0.3151,,,,,,,,,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Female,Urban,Quintile 1,,,,,0.8064,0.5698,,,,,0.0546,0.2325,0.3435,0.1089,0.0415,0.2621,,,,,,,175,175,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Female,Urban,Quintile 2,,,,,0.8441,0.6632,,,,,0.0708,0.1566,0.2026,0.1409,0.0927,0.2607,,,,,,,334,334,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Female,Urban,Quintile 3,,,,,0.8319,0.6507,,,,,0.0707,0.1855,0.2188,0.1856,0.0757,0.3089,,,,,,,357,357,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Female,Urban,Quintile 4,,,,,0.8968,0.7587,,,,,0.0834,0.083,0.1245,0.1279,0.0189,0.2274,,,,,,,398,398,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Female,Urban,Quintile 5,,,,,0.9708,0.9313,,,,,0.1001,0.0109,0.0228,0.0797,0.0088,0.1036,,,,,,,414,414,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Male,Rural,Quintile 1,,,,,0.8655,0.6004,,,,,0.0743,0.0772,0.141,0.1164,0.067,0.1566,,,,,,,177,177,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Male,Rural,Quintile 2,,,,,0.7947,0.6255,,,,,0.0762,0.0561,0.1192,0.2362,0.0796,0.2684,,,,,,,93,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Male,Rural,Quintile 3,,,,,0.732,0.6295,,,,,0.0691,0.1406,0.1998,0.3172,0.1096,0.282,,,,,,,91,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Male,Rural,Quintile 4,,,,,0.7696,0.6708,,,,,0.0829,0.0409,0.1093,0.2839,0.0088,0.1631,,,,,,,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Male,Rural,Quintile 5,,,,,,,,,,,,,,0.1518,,0.1015,,,,,,,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Male,Urban,Quintile 1,,,,,0.7675,0.4637,,,,,0.0586,0.0954,0.2981,0.1076,0.0614,0.2468,,,,,,,103,103,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Male,Urban,Quintile 2,,,,,0.8517,0.5959,,,,,0.0734,0.0696,0.1362,0.1794,0.067,0.242,,,,,,,189,189,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Male,Urban,Quintile 3,,,,,0.8288,0.7126,,,,,0.082,0.0232,0.0574,0.1999,0.0359,0.199,,,,,,,197,197,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Male,Urban,Quintile 4,,,,,0.8713,0.791,,,,,0.0901,0.0339,0.0602,0.19,0.0462,0.1861,,,,,,,247,247,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Sex & Wealth,Male,Urban,Quintile 5,,,,,0.9367,0.9342,,,,,0.1015,0.0167,0.0185,0.0838,0.0134,0.0577,,,,,,,291,291,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Wealth,,Rural,Quintile 1,,,,,0.836,0.5977,,,,,0.0653,0.1554,0.2315,0.1134,0.0625,0.2116,,,,,,,477,477,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Wealth,,Rural,Quintile 2,,,,,0.7622,0.5963,,,,,0.0695,0.1361,0.186,0.1859,0.1175,0.3185,,,,,,,298,298,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Wealth,,Rural,Quintile 3,,,,,0.6937,0.5818,,,,,0.0567,0.2746,0.335,0.3,0.1343,0.3569,,,,,,,290,290,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Wealth,,Rural,Quintile 4,,,,,0.7592,0.6083,,,,,0.0701,0.1628,0.215,0.2596,0.0607,0.2862,,,,,,,254,254,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Wealth,,Rural,Quintile 5,,,,,0.8599,0.7368,,,,,0.0915,0.0747,0.0911,0.2364,0.1068,0.1265,,,,,,,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Wealth,,Urban,Quintile 1,,,,,0.7865,0.5315,,,,,0.0561,0.1808,0.3264,0.1083,0.0523,0.2562,,,,,,,278,278,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Wealth,,Urban,Quintile 2,,,,,0.848,0.6334,,,,,0.0718,0.1261,0.1793,0.1609,0.0794,0.2515,,,,,,,523,523,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Wealth,,Urban,Quintile 3,,,,,0.8303,0.6776,,,,,0.0749,0.1262,0.1598,0.1927,0.0562,0.2547,,,,,,,554,554,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Wealth,,Urban,Quintile 4,,,,,0.8835,0.7746,,,,,0.0862,0.0626,0.0978,0.1589,0.0323,0.2072,,,,,,,645,645,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Location & Wealth,,Urban,Quintile 5,,,,,0.9533,0.9327,,,,,0.1007,0.0135,0.0209,0.0817,0.0112,0.0809,,,,,,,705,705,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Sex,Female,,,,,,,0.8235,0.6797,,,,,0.0738,0.1531,0.1976,0.1531,0.0738,0.2677,,,,,,,2587,2587,2587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Sex,Male,,,,,,,0.8399,0.7176,,,,,0.0842,0.0493,0.096,0.181,0.056,0.181,,,,,,,1505,1505,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Sex & Wealth,Female,,Quintile 1,,,,,0.8085,0.5858,,,,,0.0582,0.212,0.305,0.1097,0.0521,0.2612,,,,,,,475,475,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Sex & Wealth,Female,,Quintile 2,,,,,0.7917,0.6282,,,,,0.069,0.1634,0.2085,0.138,0.121,0.3041,,,,,,,539,539,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Sex & Wealth,Female,,Quintile 3,,,,,0.7402,0.6005,,,,,0.0618,0.2535,0.2993,0.2349,0.1161,0.3616,,,,,,,556,556,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Sex & Wealth,Female,,Quintile 4,,,,,0.8407,0.6908,,,,,0.0762,0.1362,0.1779,0.1728,0.0554,0.2834,,,,,,,555,555,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Sex & Wealth,Female,,Quintile 5,,,,,0.9629,0.9111,,,,,0.0991,0.0187,0.0293,0.1076,0.008,0.1074,,,,,,,462,462,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Sex & Wealth,Male,,Quintile 1,,,,,0.8271,0.5562,,,,,0.0686,0.0838,0.1975,0.1132,0.0645,0.185,,,,,,,280,280,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Sex & Wealth,Male,,Quintile 2,,,,,0.8288,0.6072,,,,,0.0745,0.0644,0.1296,0.2051,0.0725,0.2522,,,,,,,282,282,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Sex & Wealth,Male,,Quintile 3,,,,,0.7837,0.6728,,,,,0.0769,0.0697,0.1138,0.2604,0.0725,0.2357,,,,,,,288,288,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Sex & Wealth,Male,,Quintile 4,,,,,0.8384,0.7565,,,,,0.0879,0.0361,0.0756,0.2245,0.0312,0.1788,,,,,,,344,344,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2016,,,Sex & Wealth,Male,,Quintile 5,,,,,0.9314,0.9271,,,,,0.1011,0.0182,0.0231,0.0916,0.0304,0.062,,,,,,,311,311,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
